RegionName,SubRegionName,CountryName,Year,Count
Americas,South America,Uruguay,2015,19423
Americas,South America,Uruguay,2016,18794
Americas,South America,Uruguay,2017,17957
Asia,Central Asia,Kazakhstan,2005,13064
Asia,Central Asia,Kazakhstan,2006,12607
Asia,Central Asia,Kazakhstan,2007,10925
Asia,Central Asia,Kazakhstan,2008,11227
Asia,Central Asia,Kazakhstan,2009,9265
Asia,Central Asia,Kazakhstan,2010,10734
Asia,Central Asia,Kazakhstan,2011,18117
Asia,Central Asia,Kazakhstan,2012,20259
Asia,Central Asia,Kazakhstan,2013,18832
Asia,Central Asia,Kazakhstan,2014,14317
Asia,Central Asia,Kazakhstan,2015,12197
Asia,Central Asia,Kazakhstan,2017,9469
Asia,Central Asia,Kyrgyzstan,2005,2718
Asia,Central Asia,Kyrgyzstan,2006,2405
Asia,Central Asia,Kyrgyzstan,2007,2488
Asia,Central Asia,Kyrgyzstan,2008,2347
Asia,Central Asia,Kyrgyzstan,2009,2347
Asia,Central Asia,Kyrgyzstan,2010,2798
Asia,Central Asia,Kyrgyzstan,2011,2434
Asia,Central Asia,Kyrgyzstan,2012,2074
Asia,Central Asia,Kyrgyzstan,2013,1616
Asia,Central Asia,Kyrgyzstan,2016,969
Asia,Central Asia,Tajikistan,2006,265
Asia,Central Asia,Tajikistan,2007,257
Asia,Central Asia,Tajikistan,2008,217
Asia,Central Asia,Tajikistan,2009,210
Asia,Central Asia,Tajikistan,2010,245
Asia,Central Asia,Tajikistan,2011,288
Asia,Central Asia,Turkmenistan,2003,238
Asia,Central Asia,Turkmenistan,2004,180
Asia,Central Asia,Turkmenistan,2005,162
Asia,Central Asia,Turkmenistan,2006,141
Asia,Central Asia,Uzbekistan,2014,1432
Asia,Central Asia,Uzbekistan,2015,1220
Asia,Central Asia,Uzbekistan,2016,1052
Asia,Central Asia,Uzbekistan,2017,831
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2003,3215
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2004,2237
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2005,1675
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2006,1574
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2007,1216
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2008,1100
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2009,870
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2010,778
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2011,731
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2012,616
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2013,500
Asia,Eastern Asia,Japan,2004,7295
Asia,Eastern Asia,Japan,2005,5988
Asia,Eastern Asia,Japan,2006,5108
Asia,Eastern Asia,Japan,2007,4567
Asia,Eastern Asia,Japan,2008,4300
Asia,Eastern Asia,Japan,2009,4536
Asia,Eastern Asia,Japan,2010,4052
Asia,Eastern Asia,Japan,2011,3698
Asia,Eastern Asia,Japan,2012,3693
Asia,Eastern Asia,Japan,2013,3324
Asia,Eastern Asia,Japan,2014,3056
Asia,Eastern Asia,Japan,2015,2426
Asia,Eastern Asia,Japan,2016,2332
Asia,Eastern Asia,Macao Special Administrative Region of China,2008,378
Asia,Eastern Asia,Macao Special Administrative Region of China,2009,268
Asia,Eastern Asia,Macao Special Administrative Region of China,2010,178
Asia,Eastern Asia,Macao Special Administrative Region of China,2011,198
Asia,Eastern Asia,Macao Special Administrative Region of China,2012,179
Asia,Eastern Asia,Macao Special Administrative Region of China,2013,150
Asia,Eastern Asia,Macao Special Administrative Region of China,2014,120
Asia,Eastern Asia,Macao Special Administrative Region of China,2015,113
Asia,Eastern Asia,Macao Special Administrative Region of China,2016,98
Asia,Eastern Asia,Macao Special Administrative Region of China,2017,108
